customer_id,customer_name,city,state,phone,email,join_date
1061.0,Vivaan61,Pune,Maharashtra,9840728046,vivaan61@gmail.com,2024-02-04
1062.0,Anjali62,Hyderabad,Telangana,9819510312,anjali62@gmail.com,2024-09-20
1063.0,Neha63,Bengaluru,Karnataka,9899788677,neha63@gmail.com,2024-09-05
1064.0,Sneha64,Bengaluru,Karnataka,9827758595,sneha64@gmail.com,2025-01-05
1065.0,Varun65,Delhi,Delhi,9873440831,varun65@gmail.com,2024-05-04
1066.0,Meena66,Mumbai,Maharashtra,9835556386,meena66@gmail.com,2024-02-18
1067.0,Meena67,Hyderabad,Telangana,9857553014,meena67@gmail.com,2024-08-04
1068.0,Nikhil68,Mumbai,Maharashtra,9817270733,nikhil68@gmail.com,2024-12-10
1069.0,Vihaan69,Pune,Maharashtra,9818135295,vihaan69@gmail.com,2024-07-25
1070.0,Anjali70,Pune,Maharashtra,9824665841,anjali70@gmail.com,2024-05-07
1071.0,Rahul71,Bengaluru,Karnataka,9881979055,rahul71@gmail.com,2024-08-17
1072.0,Meena72,Bengaluru,Karnataka,9834627347,meena72@gmail.com,2024-05-22
1073.0,Kiran73,Mumbai,Maharashtra,9820117988,kiran73@gmail.com,2024-08-14
1074.0,Vihaan74,Delhi,Delhi,9816789850,vihaan74@gmail.com,2024-11-29
1075.0,Aarav75,Delhi,Delhi,9822517517,aarav75@gmail.com,2025-04-19
1076.0,Sai76,Bengaluru,Karnataka,9864547971,sai76@gmail.com,2024-09-05
1077.0,Rahul77,Mumbai,Maharashtra,9863826716,rahul77@gmail.com,2025-04-07
1078.0,Sai78,Hyderabad,Telangana,9860864911,sai78@gmail.com,2024-01-02
1079.0,Neha79,Mumbai,Maharashtra,9871070189,neha79@gmail.com,2024-05-26
1080.0,Sneha80,Mumbai,Maharashtra,9898834863,sneha80@gmail.com,2025-01-02
1081.0,Arjun81,Mumbai,Maharashtra,9835487660,arjun81@gmail.com,2024-05-31
1082.0,Vivaan82,Bengaluru,Karnataka,9887736262,vivaan82@gmail.com,2025-01-11
1083.0,Vivaan83,Delhi,Delhi,9852091325,vivaan83@gmail.com,2024-01-30
1084.0,Varun84,Hyderabad,Telangana,9873993471,varun84@gmail.com,2024-09-14
1085.0,Sai85,Delhi,Delhi,9817634247,sai85@gmail.com,2025-05-06
1086.0,Aditya86,Delhi,Delhi,9834941004,aditya86@gmail.com,2024-02-05
1087.0,Aditya87,Delhi,Delhi,9841568532,aditya87@gmail.com,2024-07-25
1088.0,Varun88,Hyderabad,Telangana,9843046464,varun88@gmail.com,2024-10-23
1089.0,Vivaan89,Delhi,Delhi,9893131979,vivaan89@gmail.com,2024-02-11
1090.0,Varun90,Mumbai,Maharashtra,9885863473,varun90@gmail.com,2024-09-24
1091.0,Neha91,Chennai,Tamil Nadu,9837415205,neha91@gmail.com,2024-12-08
1092.0,Anjali92,Pune,Maharashtra,9842035886,anjali92@gmail.com,2024-05-15
1093.0,Arjun93,Mumbai,Maharashtra,9896637649,arjun93@gmail.com,2024-06-02
1094.0,Anjali94,Mumbai,Maharashtra,9819736572,anjali94@gmail.com,2024-01-05
1095.0,Kavya95,Mumbai,Maharashtra,9885563727,kavya95@gmail.com,2024-02-21
1096.0,Sneha96,Hyderabad,Telangana,9838609087,sneha96@gmail.com,2024-09-16
1097.0,Arjun97,Chennai,Tamil Nadu,9856843172,arjun97@gmail.com,2025-03-27
1098.0,Kiran98,Hyderabad,Telangana,9859597086,kiran98@gmail.com,2024-05-25
1099.0,Nikhil99,Bengaluru,Karnataka,9882909480,nikhil99@gmail.com,2024-12-26
1100.0,Kavya100,Chennai,Tamil Nadu,9897775215,kavya100@gmail.com,2024-09-27
1006.0,Aarav6,Delhi,Delhi,9885329037,aarav6@gmail.com,2024-04-11
